,timestamp,device,seqnumber,event,temperature1,temperature2,bmetemp,bmehum,bmepress,adc1,adc2,adc3,battery,devicetypeid,data,time,__dt,date
51,2022-07-14T05:06:24+01:00,1B29859,3989,1,15,17,16,83,988,1,1,1,27,5eb93b15c563d67b6b9800d7,0173757453580101011b,1657767984,2022-07-14 00:00:00.000,2022-07-14 05:06:24+01:00
79,2022-07-14T05:21:48+01:00,1B29859,3990,1,16,16,16,84,988,1,1,1,27,5eb93b15c563d67b6b9800d7,0174747454580101011b,1657768908,2022-07-14 00:00:00.000,2022-07-14 05:21:48+01:00
37,2022-07-14T05:37:11+01:00,1B29859,3991,1,15,17,16,83,988,1,1,1,27,5eb93b15c563d67b6b9800d7,0173757453580101011b,1657769831,2022-07-14 00:00:00.000,2022-07-14 05:37:11+01:00
38,2022-07-14T05:52:35+01:00,1B29859,3992,1,15,17,16,84,988,1,1,1,27,5eb93b15c563d67b6b9800d7,0173757454580101011b,1657770755,2022-07-14 00:00:00.000,2022-07-14 05:52:35+01:00
61,2022-07-14T06:07:57+01:00,1B29859,3993,1,15,17,16,85,988,1,1,1,27,5eb93b15c563d67b6b9800d7,0173757455580101011b,1657771677,2022-07-14 00:00:00.000,2022-07-14 06:07:57+01:00
28,2022-07-14T06:23:20+01:00,1B29859,3994,1,15,16,15,88,988,1,1,1,27,5eb93b15c563d67b6b9800d7,0173747358580101011b,1657772600,2022-07-14 00:00:00.000,2022-07-14 06:23:20+01:00
25,2022-07-14T06:38:44+01:00,1B29859,3995,1,15,17,17,83,988,1,1,1,27,5eb93b15c563d67b6b9800d7,0173757553580101011b,1657773524,2022-07-14 00:00:00.000,2022-07-14 06:38:44+01:00
86,2022-07-14T06:54:06+01:00,1B29859,3996,1,16,18,17,79,988,1,1,1,27,5eb93b15c563d67b6b9800d7,017476754f580101011b,1657774446,2022-07-14 00:00:00.000,2022-07-14 06:54:06+01:00
53,2022-07-14T07:09:31+01:00,1B29859,3997,1,16,18,18,78,988,1,1,1,27,5eb93b15c563d67b6b9800d7,017476764e580101011b,1657775371,2022-07-14 00:00:00.000,2022-07-14 07:09:31+01:00
2,2022-07-14T07:24:56+01:00,1B29859,3998,1,17,22,23,58,988,1,1,1,27,5eb93b15c563d67b6b9800d7,01757a7b3a580101011b,1657776296,2022-07-14 00:00:00.000,2022-07-14 07:24:56+01:00
64,2022-07-14T07:40:21+01:00,1B29859,3999,1,18,20,21,62,988,1,1,1,27,5eb93b15c563d67b6b9800d7,017678793e580101011b,1657777221,2022-07-14 00:00:00.000,2022-07-14 07:40:21+01:00
69,2022-07-14T07:55:44+01:00,1B29859,4000,1,18,21,22,64,988,1,1,1,27,5eb93b15c563d67b6b9800d7,0176797a40580101011b,1657778144,2022-07-14 00:00:00.000,2022-07-14 07:55:44+01:00
31,2022-07-14T08:11:09+01:00,1B29859,4001,1,19,21,22,60,988,1,1,1,27,5eb93b15c563d67b6b9800d7,0177797a3c580101011b,1657779069,2022-07-14 00:00:00.000,2022-07-14 08:11:09+01:00
74,2022-07-14T08:26:34+01:00,1B29859,4002,1,21,23,25,49,988,1,1,1,27,5eb93b15c563d67b6b9800d7,01797b7d31580101011b,1657779994,2022-07-14 00:00:00.000,2022-07-14 08:26:34+01:00
63,2022-07-14T08:41:59+01:00,1B29859,4003,1,22,25,27,45,988,1,1,1,27,5eb93b15c563d67b6b9800d7,017a7d7f2d580101011b,1657780919,2022-07-14 00:00:00.000,2022-07-14 08:41:59+01:00
89,2022-07-14T08:57:24+01:00,1B29859,4004,1,25,26,28,40,988,1,1,1,27,5eb93b15c563d67b6b9800d7,017d7e8028580101011b,1657781844,2022-07-14 00:00:00.000,2022-07-14 08:57:24+01:00
30,2022-07-14T09:12:48+01:00,1B29859,4005,1,26,25,26,44,988,1,1,1,27,5eb93b15c563d67b6b9800d7,017e7d7e2c580101011b,1657782768,2022-07-14 00:00:00.000,2022-07-14 09:12:48+01:00
41,2022-07-14T09:28:12+01:00,1B29859,4006,1,28,29,32,33,988,1,1,1,27,5eb93b15c563d67b6b9800d7,0180818421580101011b,1657783692,2022-07-14 00:00:00.000,2022-07-14 09:28:12+01:00
7,2022-07-14T09:43:38+01:00,1B29859,4007,1,29,28,31,35,988,1,1,1,27,5eb93b15c563d67b6b9800d7,0181808323580101011b,1657784618,2022-07-14 00:00:00.000,2022-07-14 09:43:38+01:00
47,2022-07-14T09:59:02+01:00,1B29859,4008,1,31,27,30,35,988,1,1,1,27,5eb93b15c563d67b6b9800d7,01837f8223580101011b,1657785542,2022-07-14 00:00:00.000,2022-07-14 09:59:02+01:00
55,2022-07-14T10:14:25+01:00,1B29859,4009,1,32,26,28,38,988,1,1,1,27,5eb93b15c563d67b6b9800d7,01847e8026580101011b,1657786465,2022-07-14 00:00:00.000,2022-07-14 10:14:25+01:00
3,2022-07-14T10:29:52+01:00,1B29859,4010,1,33,28,32,33,988,1,1,1,27,5eb93b15c563d67b6b9800d7,0185808421580101011b,1657787392,2022-07-14 00:00:00.000,2022-07-14 10:29:52+01:00
95,2022-07-14T10:45:13+01:00,1B29859,4011,1,34,29,32,31,987,1,1,1,27,5eb93b15c563d67b6b9800d7,018681841f570101011b,1657788313,2022-07-14 00:00:00.000,2022-07-14 10:45:13+01:00
21,2022-07-14T11:00:37+01:00,1B29859,4012,1,36,26,29,35,987,1,1,1,27,5eb93b15c563d67b6b9800d7,01887e8123570101011b,1657789237,2022-07-14 00:00:00.000,2022-07-14 11:00:37+01:00
35,2022-07-14T11:16:00+01:00,1B29859,4013,1,37,28,33,30,987,1,1,1,27,5eb93b15c563d67b6b9800d7,018980851e570101011b,1657790160,2022-07-14 00:00:00.000,2022-07-14 11:16:00+01:00
91,2022-07-14T11:31:25+01:00,1B29859,4014,1,39,32,36,26,987,1,1,1,27,5eb93b15c563d67b6b9800d7,018b84881a570101011b,1657791085,2022-07-14 00:00:00.000,2022-07-14 11:31:25+01:00
4,2022-07-14T11:46:50+01:00,1B29859,4015,1,41,32,37,23,987,1,1,1,27,5eb93b15c563d67b6b9800d7,018d848917570101011b,1657792010,2022-07-14 00:00:00.000,2022-07-14 11:46:50+01:00
36,2022-07-14T12:02:15+01:00,1B29859,4016,1,43,32,37,22,987,1,1,1,27,5eb93b15c563d67b6b9800d7,018f848916570101011b,1657792935,2022-07-14 00:00:00.000,2022-07-14 12:02:15+01:00
82,2022-07-14T12:17:39+01:00,1B29859,4017,1,43,29,35,25,987,1,1,1,27,5eb93b15c563d67b6b9800d7,018f818719570101011b,1657793859,2022-07-14 00:00:00.000,2022-07-14 12:17:39+01:00
71,2022-07-14T12:33:03+01:00,1B29859,4018,1,45,32,37,23,987,1,1,1,27,5eb93b15c563d67b6b9800d7,0191848917570101011b,1657794783,2022-07-14 00:00:00.000,2022-07-14 12:33:03+01:00
60,2022-07-14T12:48:26+01:00,1B29859,4019,1,46,31,37,22,987,1,1,1,27,5eb93b15c563d67b6b9800d7,0192838916570101011b,1657795706,2022-07-14 00:00:00.000,2022-07-14 12:48:26+01:00
23,2022-07-14T13:03:50+01:00,1B29859,4020,1,47,34,40,21,987,1,1,1,27,5eb93b15c563d67b6b9800d7,0193868c15570101011b,1657796630,2022-07-14 00:00:00.000,2022-07-14 13:03:50+01:00
72,2022-07-14T13:19:15+01:00,1B29859,4021,1,49,34,41,18,987,1,1,1,27,5eb93b15c563d67b6b9800d7,0195868d12570101011b,1657797555,2022-07-14 00:00:00.000,2022-07-14 13:19:15+01:00
11,2022-07-14T13:34:39+01:00,1B29859,4022,1,50,32,40,19,987,1,1,1,27,5eb93b15c563d67b6b9800d7,0196848c13570101011b,1657798479,2022-07-14 00:00:00.000,2022-07-14 13:34:39+01:00
57,2022-07-14T13:50:03+01:00,1B29859,4023,1,52,36,45,14,986,1,1,1,27,5eb93b15c563d67b6b9800d7,019888910e560101011b,1657799403,2022-07-14 00:00:00.000,2022-07-14 13:50:03+01:00
